group	strain	isotype	isotype_ref_strain
0	AF16	AF16	AF16
0	ECA3738	AF16	AF16
0	PB420	AF16	AF16
1	BRC20069	BRC20069	BRC20069
2	BRC20073	BRC20073	BRC20073
3	BRC20075	BRC20075	BRC20075
4	BRC20076	BRC20390	BRC20390
4	BRC20086	BRC20390	BRC20390
4	BRC20247	BRC20390	BRC20390
4	BRC20390	BRC20390	BRC20390
4	BRC20408	BRC20390	BRC20390
4	BRC20462	BRC20390	BRC20390
4	NIC1629	BRC20390	BRC20390
4	NIC826	BRC20390	BRC20390
4	NIC876	BRC20390	BRC20390
4	NIC877	BRC20390	BRC20390
4	NIC884	BRC20390	BRC20390
5	BRC20077	BRC20077	BRC20077
6	BRC20081	BRC20081	BRC20081
7	BRC20085	BRC20085	BRC20085
8	BRC20088	BRC20088	BRC20088
9	BRC20089	BRC20089	BRC20089
10	BRC20090	BRC20090	BRC20090
11	BRC20092	BRC20092	BRC20092
12	BRC20093	BRC20093	BRC20093
13	BRC20094	BRC20094	BRC20094
14	BRC20095	BRC20095	BRC20095
15	BRC20096	BRC20096	BRC20096
16	BRC20098	BRC20098	BRC20098
17	BRC20099	BRC20099	BRC20099
18	BRC20100	BRC20100	BRC20100
19	BRC20102	BRC20102	BRC20102
20	BRC20103	BRC20103	BRC20103
21	BRC20105	BRC20105	BRC20105
22	BRC20107	BRC20107	BRC20107
23	BRC20115	BRC20115	BRC20115
23	BRC20540	BRC20115	BRC20115
24	BRC20119	BRC20119	BRC20119
25	BRC20120	NIC815	NIC815
25	NIC808	NIC815	NIC815
25	NIC809	NIC815	NIC815
25	NIC812	NIC815	NIC815
25	NIC813	NIC815	NIC815
25	NIC815	NIC815	NIC815
25	NIC820	NIC815	NIC815
25	NIC839	NIC815	NIC815
25	NIC850	NIC815	NIC815
25	NIC890	NIC815	NIC815
26	BRC20121	NIC802	NIC802
26	BRC20255	NIC802	NIC802
26	BRC20345	NIC802	NIC802
26	NIC802	NIC802	NIC802
27	BRC20122	BRC20238	BRC20238
27	BRC20236	BRC20238	BRC20238
27	BRC20237	BRC20238	BRC20238
27	BRC20238	BRC20238	BRC20238
27	NIC879	BRC20238	BRC20238
28	BRC20123	NIC805	NIC805
28	NIC805	NIC805	NIC805
28	NIC806	NIC805	NIC805
29	BRC20224	BRC20543	BRC20543
29	BRC20543	BRC20543	BRC20543
29	NIC804	BRC20543	BRC20543
29	NIC807	BRC20543	BRC20543
29	NIC810	BRC20543	BRC20543
30	BRC20228	BRC20228	BRC20228
30	ED3036	BRC20228	BRC20228
31	BRC20229	BRC20229	BRC20229
32	BRC20230	BRC20230	BRC20230
33	BRC20232	BRC20232	BRC20232
33	BRC20254	BRC20232	BRC20232
34	BRC20234	BRC20241	BRC20241
34	BRC20241	BRC20241	BRC20241
35	BRC20239	BRC20239	BRC20239
36	BRC20242	BRC20242	BRC20242
37	BRC20244	BRC20244	BRC20244
38	BRC20246	BRC20246	BRC20246
38	BRC20256	BRC20246	BRC20246
39	BRC20257	BRC20257	BRC20257
40	BRC20260	BRC20260	BRC20260
41	BRC20269	BRC20331	BRC20331
41	BRC20331	BRC20331	BRC20331
42	BRC20270	BRC20270	BRC20270
43	BRC20272	BRC20272	BRC20272
44	BRC20289	BRC20289	BRC20289
45	BRC20290	BRC20290	BRC20290
46	BRC20294	BRC20294	BRC20294
46	BRC20295	BRC20294	BRC20294
47	BRC20299	BRC20320	BRC20320
47	BRC20320	BRC20320	BRC20320
48	BRC20308	BRC20308	BRC20308
49	BRC20309	BRC20309	BRC20309
50	BRC20310	BRC20311	BRC20311
50	BRC20311	BRC20311	BRC20311
51	BRC20312	BRC20312	BRC20312
52	BRC20315	BRC20315	BRC20315
53	BRC20324	BRC20324	BRC20324
54	BRC20333	BRC20333	BRC20333
55	BRC20334	BRC20334	BRC20334
56	BRC20339	BRC20339	BRC20339
57	BRC20341	BRC20341	BRC20341
58	BRC20342	BRC20343	BRC20343
58	BRC20343	BRC20343	BRC20343
59	BRC20346	BRC20346	BRC20346
60	BRC20347	BRC20347	BRC20347
61	BRC20348	BRC20348	BRC20348
62	BRC20353	BRC20353	BRC20353
63	BRC20354	BRC20361	BRC20361
63	BRC20355	BRC20361	BRC20361
63	BRC20356	BRC20361	BRC20361
63	BRC20361	BRC20361	BRC20361
64	BRC20360	BRC20360	BRC20360
65	BRC20362	BRC20362	BRC20362
66	BRC20366	BRC20366	BRC20366
67	BRC20367	BRC20367	BRC20367
68	BRC20369	BRC20369	BRC20369
69	BRC20370	BRC20370	BRC20370
70	BRC20388	BRC20388	BRC20388
71	BRC20401	BRC20401	BRC20401
72	BRC20463	BRC20463	BRC20463
73	BRC20492	BRC20492	BRC20492
74	BRC20498	BRC20498	BRC20498
74	JU4099	BRC20498	BRC20498
75	BRC20499	BRC20499	BRC20499
75	BRC20500	BRC20499	BRC20499
76	BRC20501	BRC20501	BRC20501
77	BRC20502	BRC20502	BRC20502
78	BRC20503	BRC20503	BRC20503
79	BRC20519	BRC20519	BRC20519
80	BRC20520	BRC20520	BRC20520
81	BRC20522	BRC20522	BRC20522
81	BRC20523	BRC20522	BRC20522
81	BRC20525	BRC20522	BRC20522
82	BRC20524	BRC20524	BRC20524
83	BRC20526	TWN1899	TWN1899
83	TWN1899	TWN1899	TWN1899
84	BRC20528	NIC779	NIC779
84	NIC779	NIC779	NIC779
85	BRC20529	BRC20529	BRC20529
86	BRC20530	BRC20530	BRC20530
87	BRC20531	BRC20531	BRC20531
88	BRC20532	BRC20532	BRC20532
89	BRC20533	BRC20533	BRC20533
90	BRC20534	BRC20534	BRC20534
91	BRC20535	BRC20535	BRC20535
92	BRC20536	BRC20536	BRC20536
93	BRC20537	BRC20537	BRC20537
94	BRC20541	BRC20541	BRC20541
94	BRC20542	BRC20541	BRC20541
95	BRC20544	BRC20544	BRC20544
96	BRC20545	BRC20545	BRC20545
97	BRC20556	BRC20556	BRC20556
98	BRC20557	BRC20557	BRC20557
99	BRC20565	BRC20565	BRC20565
100	BRC20571	BRC20571	BRC20571
101	BRC20574	BRC20574	BRC20574
102	BW287	BW287	BW287
103	DF5100	DF5100	DF5100
104	ECA1127	ECA1174	ECA1174
104	ECA1128	ECA1174	ECA1174
104	ECA1171	ECA1174	ECA1174
104	ECA1174	ECA1174	ECA1174
104	ECA1175	ECA1174	ECA1174
104	ECA1176	ECA1174	ECA1174
104	ECA1382	ECA1174	ECA1174
104	ECA1384	ECA1174	ECA1174
104	ECA188	ECA1174	ECA1174
104	ECA3029	ECA1174	ECA1174
104	ECA3031	ECA1174	ECA1174
104	ECA3056	ECA1174	ECA1174
104	ECA3059	ECA1174	ECA1174
104	ECA3061	ECA1174	ECA1174
104	ECA3109	ECA1174	ECA1174
104	ECA3515	ECA1174	ECA1174
104	ECA3521	ECA1174	ECA1174
104	ECA3522	ECA1174	ECA1174
104	ECA3544	ECA1174	ECA1174
104	ECA3545	ECA1174	ECA1174
104	ECA3552	ECA1174	ECA1174
104	ECA3553	ECA1174	ECA1174
104	ECA3555	ECA1174	ECA1174
104	ECA3557	ECA1174	ECA1174
104	ECA3648	ECA1174	ECA1174
104	ECA3649	ECA1174	ECA1174
104	ECA3650	ECA1174	ECA1174
104	ECA3651	ECA1174	ECA1174
104	ECA3652	ECA1174	ECA1174
104	ECA3653	ECA1174	ECA1174
104	ECA3669	ECA1174	ECA1174
105	ECA1129	ECA1129	ECA1129
105	ECA1130	ECA1129	ECA1129
106	ECA1143	ECA1143	ECA1143
106	ECA1144	ECA1143	ECA1143
106	ECA1145	ECA1143	ECA1143
107	ECA1146	ECA1146	ECA1146
108	ECA1147	ECA1147	ECA1147
109	ECA1148	ECA1149	ECA1149
109	ECA1149	ECA1149	ECA1149
109	ECA1150	ECA1149	ECA1149
110	ECA1151	ECA1160	ECA1160
110	ECA1152	ECA1160	ECA1160
110	ECA1153	ECA1160	ECA1160
110	ECA1154	ECA1160	ECA1160
110	ECA1155	ECA1160	ECA1160
110	ECA1156	ECA1160	ECA1160
110	ECA1160	ECA1160	ECA1160
110	ECA1161	ECA1160	ECA1160
110	ECA1162	ECA1160	ECA1160
110	ECA1163	ECA1160	ECA1160
110	ECA1165	ECA1160	ECA1160
110	ECA1607	ECA1160	ECA1160
110	ECA3520	ECA1160	ECA1160
110	ECA3540	ECA1160	ECA1160
111	ECA1157	EG6268	EG6268
111	ECA1158	EG6268	EG6268
111	ECA1159	EG6268	EG6268
111	ECA2499	EG6268	EG6268
111	ECA2501	EG6268	EG6268
111	ECA2503	EG6268	EG6268
111	ECA2505	EG6268	EG6268
111	ECA2507	EG6268	EG6268
111	ECA2511	EG6268	EG6268
111	ECA2513	EG6268	EG6268
111	ECA2515	EG6268	EG6268
111	ECA2892	EG6268	EG6268
111	ECA2893	EG6268	EG6268
111	ECA2936	EG6268	EG6268
111	ECA2937	EG6268	EG6268
111	EG6268	EG6268	EG6268
111	EG6269	EG6268	EG6268
111	EG6270	EG6268	EG6268
111	JU2055	EG6268	EG6268
111	YR88	EG6268	EG6268
112	ECA1164	ECA1164	ECA1164
113	ECA1166	ECA1559	ECA1559
113	ECA1167	ECA1559	ECA1559
113	ECA1168	ECA1559	ECA1559
113	ECA1169	ECA1559	ECA1559
113	ECA1182	ECA1559	ECA1559
113	ECA1455	ECA1559	ECA1559
113	ECA1457	ECA1559	ECA1559
113	ECA1461	ECA1559	ECA1559
113	ECA1477	ECA1559	ECA1559
113	ECA1479	ECA1559	ECA1559
113	ECA1497	ECA1559	ECA1559
113	ECA1501	ECA1559	ECA1559
113	ECA1523	ECA1559	ECA1559
113	ECA1525	ECA1559	ECA1559
113	ECA1553	ECA1559	ECA1559
113	ECA1557	ECA1559	ECA1559
113	ECA1559	ECA1559	ECA1559
113	ECA1569	ECA1559	ECA1559
113	ECA1577	ECA1559	ECA1559
113	ECA2089	ECA1559	ECA1559
113	ECA2241	ECA1559	ECA1559
113	ECA2875	ECA1559	ECA1559
113	ECA2876	ECA1559	ECA1559
113	ECA2877	ECA1559	ECA1559
113	ECA2878	ECA1559	ECA1559
113	ECA2879	ECA1559	ECA1559
113	ECA3083	ECA1559	ECA1559
113	ECA3084	ECA1559	ECA1559
113	ECA3085	ECA1559	ECA1559
113	ECA3086	ECA1559	ECA1559
113	ECA3090	ECA1559	ECA1559
113	ECA3093	ECA1559	ECA1559
113	ECA3111	ECA1559	ECA1559
113	ECA3568	ECA1559	ECA1559
113	ECA3569	ECA1559	ECA1559
113	ECA3629	ECA1559	ECA1559
113	ECA3633	ECA1559	ECA1559
113	ECA3639	ECA1559	ECA1559
113	ECA3642	ECA1559	ECA1559
113	ECA3657	ECA1559	ECA1559
113	ECA3675	ECA1559	ECA1559
113	ECA3681	ECA1559	ECA1559
114	ECA1170	ECA1170	ECA1170
115	ECA1172	ECA1383	ECA1383
115	ECA1173	ECA1383	ECA1383
115	ECA1177	ECA1383	ECA1383
115	ECA1178	ECA1383	ECA1383
115	ECA1179	ECA1383	ECA1383
115	ECA1180	ECA1383	ECA1383
115	ECA1181	ECA1383	ECA1383
115	ECA1381	ECA1383	ECA1383
115	ECA1383	ECA1383	ECA1383
115	ECA1399	ECA1383	ECA1383
115	ECA1407	ECA1383	ECA1383
115	ECA3498	ECA1383	ECA1383
115	ECA3499	ECA1383	ECA1383
115	ECA3554	ECA1383	ECA1383
115	ECA357	ECA1383	ECA1383
115	ECA3655	ECA1383	ECA1383
115	ECA3661	ECA1383	ECA1383
115	ECA3662	ECA1383	ECA1383
115	ECA3679	ECA1383	ECA1383
115	QX1797	ECA1383	ECA1383
116	ECA1183	ECA2385	ECA2385
116	ECA2239	ECA2385	ECA2385
116	ECA2379	ECA2385	ECA2385
116	ECA2381	ECA2385	ECA2385
116	ECA2383	ECA2385	ECA2385
116	ECA2385	ECA2385	ECA2385
116	ECA2387	ECA2385	ECA2385
116	ECA2455	ECA2385	ECA2385
116	ECA2457	ECA2385	ECA2385
116	ECA2491	ECA2385	ECA2385
116	ECA2493	ECA2385	ECA2385
116	ECA2867	ECA2385	ECA2385
116	ECA2869	ECA2385	ECA2385
116	ECA2912	ECA2385	ECA2385
116	ECA3014	ECA2385	ECA2385
116	ECA3018	ECA2385	ECA2385
116	ECA3019	ECA2385	ECA2385
116	ECA3020	ECA2385	ECA2385
116	ECA3022	ECA2385	ECA2385
116	ECA3023	ECA2385	ECA2385
116	ECA3026	ECA2385	ECA2385
116	ECA3028	ECA2385	ECA2385
116	ECA3064	ECA2385	ECA2385
116	ECA3065	ECA2385	ECA2385
116	ECA3066	ECA2385	ECA2385
116	ECA3071	ECA2385	ECA2385
116	ECA360	ECA2385	ECA2385
116	ECA3683	ECA2385	ECA2385
117	ECA1387	ECA1437	ECA1437
117	ECA1434	ECA1437	ECA1437
117	ECA1435	ECA1437	ECA1437
117	ECA1437	ECA1437	ECA1437
118	ECA1411	ECA1411	ECA1411
119	ECA1423	ECA1423	ECA1423
119	ECA1425	ECA1423	ECA1423
120	ECA1427	ECA1429	ECA1429
120	ECA1429	ECA1429	ECA1429
121	ECA1431	ECA1431	ECA1431
122	ECA1439	ECA1439	ECA1439
123	ECA1443	ECA1443	ECA1443
124	ECA1459	ECA1489	ECA1489
124	ECA1469	ECA1489	ECA1489
124	ECA1487	ECA1489	ECA1489
124	ECA1489	ECA1489	ECA1489
124	ECA1491	ECA1489	ECA1489
124	ECA1499	ECA1489	ECA1489
124	ECA1505	ECA1489	ECA1489
124	ECA1573	ECA1489	ECA1489
124	ECA1589	ECA1489	ECA1489
124	ECA1591	ECA1489	ECA1489
124	ECA1593	ECA1489	ECA1489
124	ECA1595	ECA1489	ECA1489
124	ECA1597	ECA1489	ECA1489
124	ECA1601	ECA1489	ECA1489
125	ECA1471	ECA1471	ECA1471
126	ECA1473	ECA1563	ECA1563
126	ECA1475	ECA1563	ECA1563
126	ECA1527	ECA1563	ECA1563
126	ECA1535	ECA1563	ECA1563
126	ECA1537	ECA1563	ECA1563
126	ECA1539	ECA1563	ECA1563
126	ECA1541	ECA1563	ECA1563
126	ECA1563	ECA1563	ECA1563
127	ECA1483	ECA1509	ECA1509
127	ECA1485	ECA1509	ECA1509
127	ECA1509	ECA1509	ECA1509
127	ECA1511	ECA1509	ECA1509
128	ECA1495	ECA1507	ECA1507
128	ECA1507	ECA1507	ECA1507
129	ECA1503	ECA1503	ECA1503
130	ECA1513	ECA2083	ECA2083
130	ECA1529	ECA2083	ECA2083
130	ECA1531	ECA2083	ECA2083
130	ECA1533	ECA2083	ECA2083
130	ECA1543	ECA2083	ECA2083
130	ECA2083	ECA2083	ECA2083
131	ECA1517	ECA1517	ECA1517
132	ECA1521	ECA1521	ECA1521
132	ECA1561	ECA1521	ECA1521
133	ECA1545	ECA1609	ECA1609
133	ECA1565	ECA1609	ECA1609
133	ECA1567	ECA1609	ECA1609
133	ECA1575	ECA1609	ECA1609
133	ECA1609	ECA1609	ECA1609
133	ECA1627	ECA1609	ECA1609
133	ECA1629	ECA1609	ECA1609
133	ECA1631	ECA1609	ECA1609
133	ECA1773	ECA1609	ECA1609
133	ECA3539	ECA1609	ECA1609
133	ECA3541	ECA1609	ECA1609
133	ECA3563	ECA1609	ECA1609
133	ECA3564	ECA1609	ECA1609
133	ECA3567	ECA1609	ECA1609
134	ECA1547	ECA1555	ECA1555
134	ECA1549	ECA1555	ECA1555
134	ECA1551	ECA1555	ECA1555
134	ECA1555	ECA1555	ECA1555
135	ECA1571	ECA1571	ECA1571
136	ECA1587	ECA1587	ECA1587
137	ECA1605	ECA1605	ECA1605
138	ECA161	ECA161	ECA161
139	ECA1611	ECA1611	ECA1611
139	ECA1613	ECA1611	ECA1611
139	ECA1617	ECA1611	ECA1611
139	ECA1619	ECA1611	ECA1611
140	ECA1615	ECA1615	ECA1615
141	ECA162	ECA162	ECA162
142	ECA1621	ECA1621	ECA1621
142	ECA1623	ECA1621	ECA1621
142	ECA1625	ECA1621	ECA1621
143	ECA163	ECA163	ECA163
144	ECA1637	ECA1637	ECA1637
144	ECA1639	ECA1637	ECA1637
144	ECA1641	ECA1637	ECA1637
145	ECA1643	ECA2373	ECA2373
145	ECA1645	ECA2373	ECA2373
145	ECA1651	ECA2373	ECA2373
145	ECA1653	ECA2373	ECA2373
145	ECA1655	ECA2373	ECA2373
145	ECA1667	ECA2373	ECA2373
145	ECA2275	ECA2373	ECA2373
145	ECA2277	ECA2373	ECA2373
145	ECA2279	ECA2373	ECA2373
145	ECA2368	ECA2373	ECA2373
145	ECA2371	ECA2373	ECA2373
145	ECA2373	ECA2373	ECA2373
146	ECA1657	ECA1657	ECA1657
146	ECA1661	ECA1657	ECA1657
147	ECA1659	ECA2299	ECA2299
147	ECA2297	ECA2299	ECA2299
147	ECA2299	ECA2299	ECA2299
147	ECA2301	ECA2299	ECA2299
147	ECA2303	ECA2299	ECA2299
147	ECA2305	ECA2299	ECA2299
148	ECA1663	ECA1701	ECA1701
148	ECA1669	ECA1701	ECA1701
148	ECA1701	ECA1701	ECA1701
148	ECA1706	ECA1701	ECA1701
148	ECA2462	ECA1701	ECA1701
148	ECA2464	ECA1701	ECA1701
148	ECA2470	ECA1701	ECA1701
148	ECA2907	ECA1701	ECA1701
148	ECA3010	ECA1701	ECA1701
148	ECA3015	ECA1701	ECA1701
148	ECA3017	ECA1701	ECA1701
149	ECA175	ECA175	ECA175
150	ECA176	ECA176	ECA176
150	ECA179	ECA176	ECA176
150	ECA181	ECA176	ECA176
151	ECA177	ECA177	ECA177
152	ECA178	ECA183	ECA183
152	ECA183	ECA183	ECA183
153	ECA180	ECA180	ECA180
154	ECA182	ECA182	ECA182
155	ECA185	ECA185	ECA185
156	ECA186	ECA186	ECA186
157	ECA2093	ECA2093	ECA2093
158	ECA2115	ECA2115	ECA2115
159	ECA2425	ECA2425	ECA2425
160	ECA2613	ECA2663	ECA2663
160	ECA2614	ECA2663	ECA2663
160	ECA2661	ECA2663	ECA2663
160	ECA2662	ECA2663	ECA2663
160	ECA2663	ECA2663	ECA2663
161	ECA2616	ECA2623	ECA2623
161	ECA2623	ECA2623	ECA2623
162	ECA2617	ECA2617	ECA2617
162	ECA2624	ECA2617	ECA2617
163	ECA2618	ECA2618	ECA2618
164	ECA2619	ECA2621	ECA2621
164	ECA2620	ECA2621	ECA2621
164	ECA2621	ECA2621	ECA2621
164	ECA2622	ECA2621	ECA2621
164	ECA2628	ECA2621	ECA2621
164	ECA2629	ECA2621	ECA2621
164	ECA2630	ECA2621	ECA2621
164	ECA2631	ECA2621	ECA2621
164	ECA2671	ECA2621	ECA2621
165	ECA2625	ECA2625	ECA2625
165	ECA2632	ECA2625	ECA2625
166	ECA2626	ECA2626	ECA2626
166	ECA2627	ECA2626	ECA2626
167	ECA2633	ECA2647	ECA2647
167	ECA2638	ECA2647	ECA2647
167	ECA2646	ECA2647	ECA2647
167	ECA2647	ECA2647	ECA2647
167	QG4118	ECA2647	ECA2647
167	QG4119	ECA2647	ECA2647
167	QG4120	ECA2647	ECA2647
167	QG4121	ECA2647	ECA2647
167	QG4122	ECA2647	ECA2647
167	QG4123	ECA2647	ECA2647
168	ECA2634	ECA2636	ECA2636
168	ECA2635	ECA2636	ECA2636
168	ECA2636	ECA2636	ECA2636
168	ECA2668	ECA2636	ECA2636
169	ECA2637	ECA2637	ECA2637
170	ECA2639	ECA2639	ECA2639
171	ECA2645	ECA2645	ECA2645
172	ECA2664	ECA2664	ECA2664
173	ECA2666	ECA2666	ECA2666
174	ECA2667	ECA2667	ECA2667
175	ECA2669	ECA2670	ECA2670
175	ECA2670	ECA2670	ECA2670
176	ECA276	ECA276	ECA276
176	ECA280	ECA276	ECA276
177	ECA277	ECA278	ECA278
177	ECA278	ECA278	ECA278
178	ECA2807	ECA2808	ECA2808
178	ECA2808	ECA2808	ECA2808
179	ECA287	ECA287	ECA287
180	ECA288	ECA288	ECA288
181	ECA2883	ECA2883	ECA2883
182	ECA2890	ECA2890	ECA2890
183	ECA2894	ECA2894	ECA2894
184	ECA2975	ECA2975	ECA2975
185	ECA3091	ECA3091	ECA3091
186	ECA343	ECA343	ECA343
186	ECA344	ECA343	ECA343
187	ECA346	ECA346	ECA346
188	ECA3500	ECA3502	ECA3502
188	ECA3501	ECA3502	ECA3502
188	ECA3502	ECA3502	ECA3502
189	ECA3503	ECA3503	ECA3503
189	ECA3504	ECA3503	ECA3503
190	ECA3505	ECA3509	ECA3509
190	ECA3506	ECA3509	ECA3509
190	ECA3507	ECA3509	ECA3509
190	ECA3508	ECA3509	ECA3509
190	ECA3509	ECA3509	ECA3509
191	ECA3706	JU1344	JU1344
191	JU1344	JU1344	JU1344
191	JU1345	JU1344	JU1344
191	JU726	JU1344	JU1344
191	JU793	JU1344	JU1344
192	ECA3707	ECA3708	ECA3708
192	ECA3708	ECA3708	ECA3708
192	ECA3709	ECA3708	ECA3708
193	ECA371	ECA371	ECA371
194	ECA3710	ECA3713	ECA3713
194	ECA3713	ECA3713	ECA3713
195	ECA3712	ECA3712	ECA3712
196	ECA3889	HK104	HK104
196	ECA3890	HK104	HK104
196	ECA3898	HK104	HK104
196	HK104	HK104	HK104
196	HK105	HK104	HK104
197	ECA3899	ECA3899	ECA3899
198	ECA569	ECA569	ECA569
199	ED3032	ED3032	ED3032
200	ED3033	ED3037	ED3037
200	ED3034	ED3037	ED3037
200	ED3035	ED3037	ED3037
200	ED3037	ED3037	ED3037
201	ED3078	ED3088	ED3088
201	ED3080	ED3088	ED3088
201	ED3082	ED3088	ED3088
201	ED3083	ED3088	ED3088
201	ED3085	ED3088	ED3088
201	ED3087	ED3088	ED3088
201	ED3088	ED3088	ED3088
201	ED3089	ED3088	ED3088
202	ED3090	ED3102	ED3102
202	ED3091	ED3102	ED3102
202	ED3092	ED3102	ED3102
202	ED3093	ED3102	ED3102
202	ED3095	ED3102	ED3102
202	ED3096	ED3102	ED3102
202	ED3097	ED3102	ED3102
202	ED3098	ED3102	ED3102
202	ED3101	ED3102	ED3102
202	ED3102	ED3102	ED3102
203	EG4181	EG4360	EG4360
203	EG4207	EG4360	EG4360
203	EG4360	EG4360	EG4360
203	EG4365	EG4360	EG4360
203	EG5715	EG4360	EG4360
203	EG5784	EG4360	EG4360
204	EG5612	EG5612	EG5612
204	EG5614	EG5612	EG5612
205	EG5613	EG5613	EG5613
206	EG6179	EG6179	EG6179
207	EG6257	EG6261	EG6261
207	EG6259	EG6261	EG6261
207	EG6261	EG6261	EG6261
207	EG6263	EG6261	EG6261
208	EG6258	EG6260	EG6260
208	EG6260	EG6260	EG6260
208	EG6262	EG6260	EG6260
208	EG6266	EG6260	EG6260
209	EG6265	EG6265	EG6265
210	EG6267	EG6267	EG6267
211	EG6271	EG6271	EG6271
212	EG6272	EG6272	EG6272
213	EG6273	EG6276	EG6276
213	EG6276	EG6276	EG6276
213	EG6313	EG6276	EG6276
213	XZ1208	EG6276	EG6276
213	XZ1209	EG6276	EG6276
214	EG6274	EG6274	EG6274
215	EG6275	EG6275	EG6275
216	EG6329	EG6329	EG6329
217	GUN124	GUN124	GUN124
218	GXW21	GXW22	GXW22
218	GXW22	GXW22	GXW22
218	GXW24	GXW22	GXW22
218	GXW25	GXW22	GXW22
218	GXW26	GXW22	GXW22
219	GXW23	GXW23	GXW23
220	HPT1	HPT37	HPT37
220	HPT37	HPT37	HPT37
221	HPT11	HPT11	HPT11
222	HPT12	HPT34	HPT34
222	HPT34	HPT34	HPT34
222	HPT6	HPT34	HPT34
223	HPT13	HPT16	HPT16
223	HPT16	HPT16	HPT16
224	HPT18	HPT18	HPT18
225	HPT19	HPT19	HPT19
226	HPT2	HPT2	HPT2
227	HPT21	HPT21	HPT21
227	HPT22	HPT21	HPT21
228	HPT23	HPT24	HPT24
228	HPT24	HPT24	HPT24
229	HPT28	HPT42	HPT42
229	HPT42	HPT42	HPT42
229	HPT45	HPT42	HPT42
