strain,isotype,lat,long,strain_geo
ECA1591,ECA1489,21.395875,-157.90066,Hawaii
ECA1593,ECA1489,21.395875,-157.90066,Hawaii
ECA1595,ECA1489,21.395875,-157.90066,Hawaii
ECA1597,ECA1489,21.395875,-157.90066,Hawaii
ECA1601,ECA1489,21.394489,-157.90023,Hawaii
ECA1605,ECA1605,21.395786,-157.90051,Hawaii
ECA1607,ECA1160,21.329439,-157.82219,Hawaii
ECA1609,ECA1609,21.329439,-157.82219,Hawaii
ECA161,ECA161,20.854584,-156.169313,Hawaii
ECA1611,ECA1611,21.317486,-157.81858,Hawaii
ECA1613,ECA1611,21.317486,-157.81858,Hawaii
ECA1615,ECA1615,21.317486,-157.81858,Hawaii
ECA1617,ECA1611,21.317486,-157.81858,Hawaii
ECA1619,ECA1611,21.317486,-157.81858,Hawaii
ECA162,ECA162,20.79915,-156.03812,Hawaii
ECA1621,ECA1621,21.301669,-157.76258,Hawaii
ECA1623,ECA1621,21.301669,-157.76258,Hawaii
ECA1625,ECA1621,21.301669,-157.76258,Hawaii
ECA1627,ECA1609,21.329528,-157.82251,Hawaii
ECA1629,ECA1609,21.329528,-157.82251,Hawaii
ECA163,ECA163,42.361025,-88.427841,North America
ECA1631,ECA1609,21.329528,-157.82251,Hawaii
ECA1637,ECA1637,20.952098,-156.53317,Hawaii
ECA1639,ECA1637,20.952098,-156.53317,Hawaii
ECA1641,ECA1637,20.952098,-156.53317,Hawaii
ECA1643,ECA2373,20.837056,-156.28088,Hawaii
ECA1645,ECA2373,20.837056,-156.28088,Hawaii
ECA1651,ECA2373,20.837056,-156.28088,Hawaii
ECA1653,ECA2373,20.837058,-156.28085,Hawaii
ECA1655,ECA2373,20.837058,-156.28085,Hawaii
ECA1657,ECA1657,20.948692,-156.53654,Hawaii
ECA1659,ECA2299,20.948692,-156.53654,Hawaii
ECA1661,ECA1657,20.948692,-156.53654,Hawaii
ECA1663,ECA1701,19.110589,-155.82645,Hawaii
ECA1667,ECA2373,20.837057,-156.28086,Hawaii
ECA1669,ECA1701,19.110589,-155.82645,Hawaii
ECA1701,ECA1701,19.110589,-155.82645,Hawaii
ECA1706,ECA1701,19.110589,-155.82645,Hawaii
ECA175,ECA175,21.306265,-157.851375,Hawaii
ECA176,ECA176,21.386338,-157.925536,Hawaii
ECA177,ECA177,21.282235,-157.801556,Hawaii
ECA1773,ECA1609,21.329439,-157.82219,Hawaii
ECA178,ECA183,21.286914,-157.834785,Hawaii
ECA179,ECA176,21.386338,-157.925536,Hawaii
ECA180,ECA180,21.3114,-157.7964,Hawaii
ECA181,ECA176,21.386338,-157.925536,Hawaii
ECA182,ECA182,21.465,-157.9968,Hawaii
ECA183,ECA183,21.258435,-157.766307,Hawaii
ECA185,ECA185,21.296233,-157.701988,Hawaii
ECA186,ECA186,21.303087,-157.827917,Hawaii
ECA188,ECA1174,19.424167,-155.2225,Hawaii
ECA2083,ECA2083,21.320797,-157.81977,Hawaii
ECA2089,ECA1559,21.395786,-157.90051,Hawaii
ECA2093,ECA2093,20.948832,-156.53565,Hawaii
ECA2115,ECA2115,20.952098,-156.53317,Hawaii
ECA2239,ECA2385,19.12024722,-155.8206944,Hawaii
ECA2241,ECA1559,20.04134722,-155.4435611,Hawaii
ECA2275,ECA2373,20.83708,-156.28088,Hawaii
ECA2277,ECA2373,20.83708,-156.28088,Hawaii
ECA2279,ECA2373,20.83708,-156.28088,Hawaii
ECA2297,ECA2299,20.949184,-156.53637,Hawaii
ECA2299,ECA2299,20.949184,-156.53637,Hawaii
ECA2301,ECA2299,20.949184,-156.53637,Hawaii
ECA2303,ECA2299,20.949184,-156.53637,Hawaii
ECA2305,ECA2299,20.949184,-156.53637,Hawaii
ECA2368,ECA2373,20.837072,-156.28088,Hawaii
ECA2371,ECA2373,20.837072,-156.28088,Hawaii
ECA2373,ECA2373,20.837072,-156.28088,Hawaii
ECA2379,ECA2385,19.120342,-155.8204,Hawaii
ECA2381,ECA2385,19.120342,-155.8204,Hawaii
ECA2383,ECA2385,19.120342,-155.8204,Hawaii
ECA2385,ECA2385,19.120342,-155.8204,Hawaii
ECA2387,ECA2385,19.120342,-155.8204,Hawaii
ECA2425,ECA2425,20.038736,-155.44001,Hawaii
ECA2455,ECA2385,19.120247,-155.82069,Hawaii
ECA2457,ECA2385,19.120247,-155.82069,Hawaii
ECA2462,ECA1701,19.110611,-155.82639,Hawaii
ECA2464,ECA1701,19.110611,-155.82639,Hawaii
ECA2470,ECA1701,19.110611,-155.82639,Hawaii
ECA2491,ECA2385,19.12024722,-155.8206944,Hawaii
ECA2493,ECA2385,19.12024722,-155.8206944,Hawaii
ECA2499,EG6268,20.94867222,-156.5359111,Hawaii
ECA2501,EG6268,20.94867222,-156.5359111,Hawaii
ECA2503,EG6268,20.94867222,-156.5359111,Hawaii
ECA2505,EG6268,20.94867222,-156.5359111,Hawaii
ECA2507,EG6268,22.20333611,-159.5961389,Hawaii
ECA2511,EG6268,22.20333611,-159.5961389,Hawaii
ECA2513,EG6268,22.20333611,-159.5961389,Hawaii
ECA2515,EG6268,20.94867222,-156.5359111,Hawaii
ECA2613,ECA2663,-26.6213395,152.6923809,Australia
ECA2614,ECA2663,-26.6213395,152.6923809,Australia
ECA2616,ECA2623,12.17453,-61.62731,Caribbean
ECA2617,ECA2617,-26.26214444,152.8295528,Australia
ECA2618,ECA2618,-26.2619772,152.8296094,Australia
ECA2619,ECA2621,-26.6275648,152.8409822,Australia
ECA2620,ECA2621,-26.6275648,152.8409822,Australia
ECA2621,ECA2621,-26.6275648,152.8409822,Australia
ECA2622,ECA2621,-26.6298145,152.8413861,Australia
ECA2623,ECA2623,12.17453,-61.62731,Caribbean
ECA2624,ECA2617,-26.26214444,152.8295528,Australia
ECA2625,ECA2625,-26.6228223,152.6905986,Australia
ECA2626,ECA2626,-26.62221389,152.6910056,Australia
ECA2627,ECA2626,-26.62221389,152.6910056,Australia
ECA2628,ECA2621,-26.6275648,152.8409822,Australia
ECA2629,ECA2621,-26.6298145,152.8413861,Australia
ECA2630,ECA2621,-26.6298145,152.8413861,Australia
ECA2631,ECA2621,-26.6298145,152.8413861,Australia
ECA2632,ECA2625,-26.6228223,152.6905986,Australia
ECA2633,ECA2647,-21.16846111,148.5079194,Australia
ECA2634,ECA2636,-26.3674836,152.5852451,Australia
ECA2635,ECA2636,-26.3674836,152.5852451,Australia
ECA2636,ECA2636,-26.3674836,152.5852451,Australia
ECA2637,ECA2637,-26.3674836,152.5852451,Australia
ECA2638,ECA2647,-21.16846111,148.5079194,Australia
ECA2639,ECA2639,-26.26204861,152.8294249,Australia
ECA2645,ECA2645,-26.62221389,152.6910056,Australia
ECA2646,ECA2647,-21.1683872,148.5075834,Australia
ECA2647,ECA2647,-21.1683872,148.5075834,Australia
ECA2661,ECA2663,-26.6213395,152.6923809,Australia
ECA2662,ECA2663,-26.6213395,152.6923809,Australia
ECA2663,ECA2663,-26.6213395,152.6923809,Australia
ECA2664,ECA2664,12.17453,-61.62731,Caribbean
ECA2666,ECA2666,-21.16771623,148.504728,Australia
ECA2667,ECA2667,-26.36741111,152.5852889,Australia
ECA2668,ECA2636,-26.3674836,152.5852451,Australia
ECA2669,ECA2670,-26.3588565,152.6355008,Australia
ECA2670,ECA2670,-26.3588565,152.6355008,Australia
ECA2671,ECA2621,-26.62972778,152.84135,Australia
ECA276,ECA276,42.496411,-88.240099,North America
ECA277,ECA278,42.496411,-88.240099,North America
ECA278,ECA278,42.496411,-88.240099,North America
ECA280,ECA276,42.496411,-88.240099,North America
ECA2807,ECA2808,29.63841735,-82.36117781,North America
ECA2808,ECA2808,29.642849,-82.34452,North America
ECA2867,ECA2385,20.039939,-155.4412378,Hawaii
ECA2869,ECA2385,20.0399351,-155.441194,Hawaii
ECA287,ECA287,9.926663289,-84.04235373,Central America
ECA2875,ECA1559,21.4012162,-157.8962229,Hawaii
ECA2876,ECA1559,21.4012162,-157.8962229,Hawaii
ECA2877,ECA1559,21.4012162,-157.8962229,Hawaii
ECA2878,ECA1559,21.4012162,-157.8962229,Hawaii
ECA2879,ECA1559,21.4012162,-157.8962229,Hawaii
ECA288,ECA288,9.926663289,-84.04235373,Central America
ECA2883,ECA2883,21.3570225,-157.7642941,Hawaii
ECA2890,ECA2890,21.3557721,-157.7653457,Hawaii
ECA2892,EG6268,21.3570225,-157.7642941,Hawaii
ECA2893,EG6268,21.3570225,-157.7642941,Hawaii
ECA2894,ECA2894,21.3570225,-157.7642941,Hawaii
ECA2907,ECA1701,19.11058638,-155.8263837,Hawaii
ECA2912,ECA2385,20.0399351,-155.441194,Hawaii
ECA2936,EG6268,22.0644491,-159.3489139,Hawaii
ECA2937,EG6268,22.0644491,-159.3489139,Hawaii
ECA2975,ECA2975,22.0638967,-159.3522759,Hawaii
ECA3010,ECA1701,19.1106132,-155.8264134,Hawaii
ECA3014,ECA2385,19.1203477,-155.8204507,Hawaii
ECA3015,ECA1701,19.1106132,-155.8264134,Hawaii
ECA3017,ECA1701,19.1106132,-155.8264134,Hawaii
ECA3018,ECA2385,19.1143089,-155.8208497,Hawaii
ECA3019,ECA2385,19.1143089,-155.8208497,Hawaii
ECA3020,ECA2385,19.1203477,-155.8204507,Hawaii
ECA3022,ECA2385,19.1203477,-155.8204507,Hawaii
ECA3023,ECA2385,19.1203477,-155.8204507,Hawaii
ECA3026,ECA2385,19.1206711,-155.81993,Hawaii
ECA3028,ECA2385,19.1206711,-155.81993,Hawaii
ECA3029,ECA1174,20.040273,-155.4421593,Hawaii
ECA3031,ECA1174,20.040273,-155.4421593,Hawaii
ECA3056,ECA1174,20.040273,-155.4421593,Hawaii
ECA3059,ECA1174,20.0403662,-155.4420651,Hawaii
ECA3061,ECA1174,20.0403662,-155.4420651,Hawaii
ECA3064,ECA2385,19.1201404,-155.8210936,Hawaii
ECA3065,ECA2385,19.1201404,-155.8210936,Hawaii
ECA3066,ECA2385,19.1201404,-155.8210936,Hawaii
ECA3071,ECA2385,19.1201404,-155.8210936,Hawaii
ECA3083,ECA1559,21.4039149,-157.8861868,Hawaii
ECA3084,ECA1559,21.4039149,-157.8861868,Hawaii
ECA3085,ECA1559,21.3939005,-157.9001366,Hawaii
ECA3086,ECA1559,21.3939005,-157.9001366,Hawaii
ECA3090,ECA1559,21.3939005,-157.9001366,Hawaii
ECA3091,ECA3091,21.3291451,-157.8211953,Hawaii
ECA3093,ECA1559,21.4039149,-157.8861868,Hawaii
ECA3109,ECA1174,20.0404308,-155.4420926,Hawaii
ECA3111,ECA1559,20.0404308,-155.4420926,Hawaii
ECA343,ECA343,21.3166667,-157.8202778,Hawaii
ECA344,ECA343,21.3166667,-157.8202778,Hawaii
ECA346,ECA346,26.461525,-82.0554972,North America
ECA3498,ECA1383,22.075576,-159.414086,Hawaii
ECA3499,ECA1383,22.0756,-159.414057,Hawaii
ECA3500,ECA3502,22.0756,-159.414057,Hawaii
ECA3501,ECA3502,22.0756,-159.414057,Hawaii
ECA3502,ECA3502,22.0756,-159.414057,Hawaii
ECA3503,ECA3503,22.075157,-159.41413,Hawaii
ECA3504,ECA3503,22.075157,-159.41413,Hawaii
ECA3505,ECA3509,22.081717,-159.412805,Hawaii
ECA3506,ECA3509,22.081717,-159.412805,Hawaii
ECA3507,ECA3509,22.081717,-159.412805,Hawaii
ECA3508,ECA3509,22.081717,-159.412805,Hawaii
ECA3509,ECA3509,22.081717,-159.412805,Hawaii
ECA3515,ECA1174,20.04029297,-155.442011,Hawaii
ECA3520,ECA1160,21.328903,-157.821239,Hawaii
ECA3521,ECA1174,20.04029297,-155.442011,Hawaii
ECA3522,ECA1174,20.04029297,-155.442011,Hawaii
ECA3539,ECA1609,21.328903,-157.821239,Hawaii
ECA3540,ECA1160,21.328903,-157.821239,Hawaii
ECA3541,ECA1609,21.328903,-157.821239,Hawaii
ECA3544,ECA1174,20.04032397,-155.442187,Hawaii
ECA3545,ECA1174,20.04032397,-155.442187,Hawaii
ECA3552,ECA1174,20.04034,-155.442081,Hawaii
ECA3553,ECA1174,20.04034,-155.442081,Hawaii
ECA3554,ECA1383,20.04034,-155.442081,Hawaii
ECA3555,ECA1174,20.04034,-155.442081,Hawaii
ECA3557,ECA1174,20.04034,-155.442081,Hawaii
ECA3563,ECA1609,21.328945,-157.822805,Hawaii
ECA3564,ECA1609,21.328945,-157.822805,Hawaii
ECA3567,ECA1609,21.32890897,-157.822903,Hawaii
ECA3568,ECA1559,21.400231,-157.89677,Hawaii
ECA3569,ECA1559,21.400231,-157.89677,Hawaii
ECA357,ECA1383,19.4833333,-154.9022222,Hawaii
ECA360,ECA2385,20.2236111,-155.7644444,Hawaii
ECA3629,ECA1559,20.040451,-155.442092,Hawaii
ECA3633,ECA1559,20.040469,-155.442103,Hawaii
ECA3639,ECA1559,20.04049097,-155.442069,Hawaii
ECA3642,ECA1559,20.04049097,-155.442069,Hawaii
ECA3648,ECA1174,20.04025897,-155.44199,Hawaii
ECA3649,ECA1174,20.04025897,-155.44199,Hawaii
ECA3650,ECA1174,20.04025897,-155.44199,Hawaii
ECA3651,ECA1174,20.04025897,-155.44199,Hawaii
ECA3652,ECA1174,20.04025897,-155.44199,Hawaii
ECA3653,ECA1174,20.04025897,-155.44199,Hawaii
ECA3655,ECA1383,20.040423,-155.442232,Hawaii
ECA3657,ECA1559,20.04049097,-155.442069,Hawaii
ECA3661,ECA1383,20.040406,-155.442367,Hawaii
ECA3662,ECA1383,20.040406,-155.442367,Hawaii
ECA3669,ECA1174,20.040423,-155.442232,Hawaii
ECA3675,ECA1559,20.040451,-155.442092,Hawaii
ECA3679,ECA1383,20.040423,-155.442232,Hawaii
ECA3681,ECA1559,20.040469,-155.442103,Hawaii
ECA3683,ECA2385,19.120398,-155.820122,Hawaii
ECA3706,JU1344,43.06,0.24,Europe
ECA3707,ECA3708,21.57379444,-158.2086139,Hawaii
ECA3708,ECA3708,21.57379444,-158.2086139,Hawaii
ECA3709,ECA3708,21.57379444,-158.2086139,Hawaii
ECA371,ECA371,22.0286111,-159.3825,Hawaii
ECA3710,ECA3713,21.63323889,-158.05215,Hawaii
ECA3712,ECA3712,21.63066111,-158.0478667,Hawaii
ECA3713,ECA3713,21.63323889,-158.05215,Hawaii
ECA3738,AF16,NA,NA,unknown
ECA3889,HK104,NA,NA,unknown
ECA3890,HK104,NA,NA,unknown
ECA3898,HK104,NA,NA,unknown
ECA3899,ECA3899,21.87481389,-159.4416472,Hawaii
ECA569,ECA569,42.361085,-88.4278679,North America
ED3032,ED3032,25.158056,121.515831,Taiwan
ED3033,ED3037,25.123667,121.532982,Taiwan
ED3034,ED3037,25.123667,121.532982,Taiwan
ED3035,ED3037,25.117,121.531,Taiwan
ED3036,BRC20228,25.123667,121.532982,Taiwan
ED3037,ED3037,25.123667,121.532982,Taiwan
ED3078,ED3088,-26.2,28,Africa
ED3080,ED3088,-26.2,28,Africa
ED3082,ED3088,-26.166956,28.016457,Africa
ED3083,ED3088,-26.2,28,Africa
ED3085,ED3088,-26.166667,28.016667,Africa
ED3087,ED3088,-26.166946,28.016466,Africa
ED3088,ED3088,-26.166667,28.016667,Africa
ED3089,ED3088,-26.2,28,Africa
ED3090,ED3102,-1.316667,36.8,Africa
ED3091,ED3102,-1.316667,36.799999,Africa
ED3092,ED3102,-1.316667,36.799999,Africa
ED3093,ED3102,-1.316667,36.8,Africa
ED3095,ED3102,-1.316667,36.799999,Africa
ED3096,ED3102,-1.316667,36.799999,Africa
ED3097,ED3102,-1.316667,36.8,Africa
ED3098,ED3102,-1.316667,36.799999,Africa
ED3101,ED3102,-1.316667,36.8,Africa
ED3102,ED3102,-1.316667,36.8,Africa
HPT6,HPT34,-7.804742,112.516223,Pacific
EG4181,EG4360,40.707267,-111.867575,North America
EG4207,EG4360,NA,NA,unknown
EG4360,EG4360,40.6,-111.8,North America
EG4365,EG4360,40.77,-111.83,North America
EG5612,EG5612,-23.18,-44.19,South America
EG5613,EG5613,-23.18234,-44.19456,South America
EG5614,EG5612,-23.18,-44.19,South America
EG5715,EG4360,40.7073,-111.8675,North America
NIC1066,NIC1062,20.6854,-88.2097,Central America
EG5784,EG4360,40.7073,-111.8675,North America
EG6179,EG6179,-17.53,-149.83,Pacific
EG6257,EG6261,18.11,-66.16,Caribbean
EG6258,EG6260,18.11,-66.16,Caribbean
EG6259,EG6261,18.11,-66.16,Caribbean
EG6260,EG6260,18.11,-66.16,Caribbean
EG6261,EG6261,18.11,-66.16,Caribbean
EG6262,EG6260,18.11,-66.16,Caribbean
EG6263,EG6261,18.11,-66.16,Caribbean
EG6265,EG6265,18.11,-66.16,Caribbean
EG6266,EG6260,18.11,-66.16,Caribbean
EG6267,EG6267,18.45,-66,Caribbean
EG6268,EG6268,18.3,-65.8,Caribbean
EG6269,EG6268,18.3,-65.8,Caribbean
EG6270,EG6268,18.3,-65.8,Caribbean
EG6271,EG6271,18.3,-65.8,Caribbean
EG6272,EG6272,18.45,-66,Caribbean
EG6273,EG6276,-23.5,-46.7,South America
EG6274,EG6274,-23.5,-46.7,South America
EG6275,EG6275,-23.5,-46.7,South America
EG6276,EG6276,-23.5,-46.7,South America
EG6313,EG6276,-23.5,-46.7,South America
EG6329,EG6329,18.3,-65.8,Caribbean
GUN124,GUN124,42.4675,-76.48722222,North America
GXW21,GXW22,23.15,113.35,Asia
GXW22,GXW22,23.15,113.35,Asia
GXW23,GXW23,30.54,114.42,Asia
GXW24,GXW22,36.716667,119.099998,Asia
GXW25,GXW22,32.950001,117.199997,Asia
GXW26,GXW22,24.78,117.2,Asia
HK104,HK104,34.66,133.9,Pacific
HK105,HK104,38.3,140.9,Pacific
HPT1,HPT37,-7.8066732,112.5209487,Pacific
HPT11,HPT11,-7.8,112.516,Pacific
HPT12,HPT34,-7.79981,112.516,Pacific
HPT13,HPT16,-7.8240522,112.5795463,Pacific
HPT16,HPT16,-7.822561,112.5870957,Pacific
HPT18,HPT18,-7.8234117,112.5873372,Pacific
HPT19,HPT19,-7.8235187,112.5881514,Pacific
HPT2,HPT2,-7.800708,112.515721,Pacific
HPT21,HPT21,-7.8254539,112.5897866,Pacific
NIC1289,NIC1423,3.603578992,-53.19479303,South America
HPT22,HPT21,-7.839663,112.570136,Pacific
HPT23,HPT24,-8.533229,116.23986,Pacific
HPT24,HPT24,-8.531795,116.239193,Pacific
HPT28,HPT42,-8.542093,116.366808,Pacific
HPT34,HPT34,-5.256105,119.863864,Pacific
HPT37,HPT37,-5.256498,119.864142,Pacific
HPT4,HPT4,-7.801594,112.517286,Pacific
HPT42,HPT42,-5.252889,119.865139,Pacific
HPT45,HPT42,-5.238139,119.642444,Pacific
HPT52,HPT52,-8.5405,115.1725,Pacific
HPT53,HPT53,-8.526342,115.167778,Pacific
HPT62,HPT62,-8.41222,115.58591,Pacific
HPT63,HPT63,-8.37285,115.4541,Pacific
HPT7,HPT7,-7.804727,112.51613,Pacific
HPT8,HPT8,-7.80504,112.51691,Pacific
HPT9,HPT9,-7.803102,112.515932,Pacific
JU1038,NIC174,46.63,1.06,Europe
JU1041,NIC174,46.63,1.06,Europe
JU1042,NIC174,46.63,1.06,Europe
JU1043,NIC174,46.63,1.06,Europe
JU1044,NIC174,46.63,1.06,Europe
JU1045,NIC174,46.63,1.06,Europe
JU1046,NIC174,46.63,1.06,Europe
JU1047,NIC174,46.63,1.06,Europe
JU1048,NIC174,46.63,1.06,Europe
JU1049,NIC174,46.63,1.06,Europe
JU1085,JU1257,34.7615,138.0168,Pacific
JU1205,NIC174,46.63,1.06,Europe
JU1254,NIC174,49.12618,1.96152,Europe
JU1257,JU1257,49.1255,1.951,Europe
JU1258,NIC174,49.1255,1.951,Europe
JU1259,NIC174,49.1255,1.951,Europe
JU1260,NIC174,49.1261,1.9533,Europe
JU1261,NIC174,49.1261,1.95034,Europe
JU1262,NIC174,49.1261,1.95034,Europe
JU1263,NIC174,49.1261,1.95034,Europe
JU1264,NIC174,49.1261,1.95034,Europe
JU1337,JU1337,8.32,77.075,Asia
JU1338,JU1338,8.509,76.956,Asia
JU1339,JU1338,8.7119,77.1287,Asia
JU1340,JU1338,8.76405,77.11337,Asia
JU1341,JU1341,8.7633,77.114,Asia
JU1342,JU1338,8.7632,77.115,Asia
JU1343,JU1338,8.7625,77.116,Asia
JU1344,JU1344,8.7629,77.1155,Asia
JU1345,JU1344,8.7632,77.1145,Asia
JU1346,JU1346,9.55,76.8,Asia
JU1347,JU1347,9.6,77.13,Asia
JU1348,JU1348,9.55,77.2,Asia
JU1375,JU1375,-21.0469,55.6885,Africa
JU1376,NIC174,-21.0484,55.6878,Africa
JU1377,JU1377,-21.0476,55.6905,Africa
JU1378,JU1378,-21.0478,55.6878,Africa
JU1392,JU1392,-22.916,-43.173,South America
JU1399,JU1399,5.9,-75.9,South America
JU1424,JU1424,22.4,105.6,Asia
JU1435,JU1435,-21.05,55.27,Africa
JU1467,NIC174,48.7069,2.1296,Europe
JU1468,NIC174,48.7069,2.1296,Europe
JU1469,NIC174,48.7069,2.1296,Europe
JU1470,NIC174,48.7069,2.1296,Europe
JU1471,NIC174,48.7069,2.1296,Europe
JU1472,NIC174,48.7069,2.1296,Europe
JU1473,NIC174,48.7069,2.1296,Europe
JU1474,NIC174,48.7069,2.1296,Europe
JU1496,NIC174,46.63,1.06,Europe
JU1497,NIC174,46.63,1.06,Europe
JU1498,NIC174,46.63,1.06,Europe
JU1499,NIC174,46.63,1.06,Europe
JU1500,NIC174,46.63,1.06,Europe
JU1509,NIC174,46.63,1.06,Europe
JU1529,NIC174,48.7015,2.1725,Europe
JU1533,NIC174,48.7015,2.1725,Europe
JU1542,NIC174,48.7015,2.1725,Europe
JU1551,NIC174,48.7015,2.1725,Europe
JU1556,NIC174,48.7015,2.1725,Europe
JU1560,NIC174,48.7015,2.1725,Europe
JU1561,NIC174,48.7015,2.1725,Europe
JU1562,NIC174,48.7006,2.1804,Europe
JU1564,JU1564,40.86,-73.47,North America
JU1637,JU1637,17.1363,-25.0682,Africa
JU1638,JU1638,17.13768,-25.06689,Africa
JU1767,NIC174,48.7006,2.1804,Europe
JU1775,NIC174,46.906,1.3946,Europe
JU1776,NIC174,46.906,1.3948,Europe
JU1784,NIC174,48.8092,2.3862,Europe
JU1788,NIC174,48.8092,2.3862,Europe
JU1789,NIC174,48.834,2.385,Europe
JU1791,NIC174,46.63,1.06,Europe
JU1794,JU1794,-16.8,-151.5,Pacific
JU1795,JU1795,-16.8,-151.5,Pacific
JU1799,JU1799,-21.12,55.778,Africa
JU2145,NIC174,46.63,1.06,Europe
JU2160,JU2160,-6.2709,39.417,Africa
JU2162,JU2162,-6.2715,39.416,Africa
JU2164,NIC174,48.7015,2.1725,Europe
JU2181,QR25,47.019065,-70.84001,North America
JU2182,QR25,45.5617,-73.5613,North America
JU2183,QR25,45.5617,-73.5613,North America
JU2184,QR25,45.5573,-73.5621,North America
JU2185,QR25,45.50413,-73.58472,North America
JU2206,NIC174,48.7015,2.1725,Europe
JU2208,NIC174,48.7015,2.1725,Europe
JU2214,JU2214,-6.462863,-76.335715,South America
JU2216,JU2216,-6.480251,-76.356593,South America
JU2217,NIC174,48.7015,2.1725,Europe
JU2218,NIC174,48.7015,2.1725,Europe
JU2219,NIC174,48.7015,2.1725,Europe
JU2220,NIC174,48.7015,2.1725,Europe
JU2221,NIC174,48.6968,1.837,Europe
JU2222,NIC174,48.6968,1.837,Europe
JU2223,NIC174,48.7015,2.1725,Europe
JU2224,NIC174,48.6968,1.837,Europe
JU2225,NIC174,48.7015,2.1725,Europe
JU2226,NIC174,48.7015,2.1725,Europe
JU2227,NIC174,48.7015,2.1725,Europe
JU2228,NIC174,48.7015,2.1725,Europe
JU2229,NIC174,48.25507,2.823217,Europe
JU2233,NIC174,48.7015,2.1725,Europe
JU2247,NIC174,48.7015,2.1725,Europe
JU2248,NIC174,48.7015,2.1725,Europe
JU2252,NIC174,48.7015,2.1725,Europe
JU2256,NIC174,48.7015,2.1725,Europe
JU2457,JU2457,-12.801653,-69.289488,South America
JU2470,JU2470,-12.732834,45.186209,Africa
JU2471,NIC1183,-13.1556,-72.524,South America
JU2472,JU2472,-12.732834,45.186209,Africa
JU2473,JU2472,-12.732834,45.186209,Africa
JU2506,JU2506,48.7015,2.1725,Europe
JU2507,JU2507,8.893,98.512,Asia
JU2517,JU2506,48.7015,2.1725,Europe
JU2518,JU2518,48.7015,2.1725,Europe
JU2531,NIC174,49.12012,1.951369,Europe
JU2533,JU2053,48.86,3.32,Europe
JU2536,JU2536,47.645976,19.274783,Europe
JU2555,NIC174,48.5295,7.7265,Europe
JU2556,NIC174,48.529,7.7282,Europe
JU2562,NIC174,48.7015,2.1725,Europe
JU2563,NIC174,48.7015,2.1725,Europe
JU2567,NIC174,48.7015,2.1725,Europe
JU2569,JU2506,48.826565,2.595785,Europe
JU2573,JU2053,48.7015,2.1725,Europe
JU2577,NIC174,48.76387,2.58631,Europe
JU2579,NIC174,46.63,1.06,Europe
JU2580,NIC174,46.63,1.06,Europe
JU2582,NIC174,46.63,1.06,Europe
JU2583,NIC174,46.63,1.06,Europe
JU2584,NIC174,49.088,3.072,Europe
JU2588,NIC174,45.7226,5.2368,Europe
JU2590,NIC174,43.865,5.1237,Europe
JU2591,NIC174,43.8903,5.1012,Europe
JU2594,NIC174,43.862,5.119,Europe
JU2595,NIC174,43.864,5.109,Europe
JU2596,NIC174,43.8645,5.1075,Europe
JU2597,JU2597,43.8812,5.1072,Europe
JU2618,JU2597,18.72,-87.71,Central America
JU2626,NIC174,48.7015,2.1725,Europe
JU2747,JU2747,16.1761,-61.6951,Caribbean
JU2753,JU3171,46.63,1.06,Europe
JU2754,NIC174,46.63,1.06,Europe
JU2766,NIC174,48.51278,3.25751,Europe
JU2767,JU2767,48.50481,3.246,Europe
JU2773,NIC174,39.7858,44.7806,Europe
JU2777,QG2925,-16.24,145.435,Australia
JU2779,NIC174,48.7015,2.1725,Europe
JU2780,NIC174,-18.5894,145.4343,Australia
JU2781,JU2872,40.17343,44.5171,Europe
JU2783,NIC174,40.17343,44.5171,Europe
JU2786,NIC174,43.82987,1.70573,Europe
JU279,NIC174,48.843931,2.359576,Europe
JU2791,JU3171,46.63,1.06,Europe
JU2792,NIC174,43.82987,1.70573,Europe
JU2793,NIC174,46.63,1.06,Europe
JU2799,JU2799,51.5378,9.9359,Europe
JU280,NIC174,48.844,2.36,Europe
JU2801,JU2801,45.53356,5.10234,Europe
JU2814,JU2767,48.8213,2.45502,Europe
JU2823,NIC174,46.63,1.06,Europe
JU2824,NIC174,46.63,1.06,Europe
JU2835,JU2836,20.661222,-105.252589,Central America
JU2836,JU2836,20.66143,-105.253201,Central America
JU2849,JU2849,-20.382477,-43.505978,South America
JU2850,JU2849,-20.382477,-43.505978,South America
JU2861,JU2861,52.1944,0.1264,Europe
JU2863,NIC174,48.8472,2.2647,Europe
JU2868,JU2868,48.2053,16.3666,Europe
JU2872,JU2872,48.2121,16.3592,Europe
JU2873,JU2872,48.20497,16.38076,Europe
JU2893,NIC174,41.38685,2.1877,Europe
JU2894,NIC174,41.39111,2.19222,Europe
JU2905,NIC174,43.80285,11.2803,Europe
JU2910,JU2747,-20.2914,57.4061,Africa
JU296,NIC174,48.844,2.36,Europe
JU3168,JU2767,0.289,6.612,Africa
JU3171,JU3171,0.289,6.612,Africa
JU3199,JU2801,13.0226,77.5668,Asia
JU3200,JU3200,13.0232,77.5668,Asia
JU3201,JU3201,13.0222,77.5676,Asia
JU3202,JU3202,13.02272,77.56866,Asia
JU3203,JU3203,13.0727,77.579,Asia
JU3204,JU3416,13.0722,77.5797,Asia
JU3205,JU3202,13.0836,77.57745,Asia
JU3206,JU3206,13.07251,77.57924,Asia
